countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate,LatePayment
770,9928-IJYBQ,3/18/2012,7939830476,7/18/2012,8/17/2012,67.79,Yes,9/9/2012,Electronic,53,23,1
406,4640-FGEJI,4/4/2013,7942175485,12/4/2012,1/3/2013,78.12,Yes,1/12/2013,Paper,39,9,1
818,9181-HEKGV,10/16/2013,7948353278,1/29/2012,2/28/2012,59.08,Yes,3/19/2012,Paper,50,20,1
406,9725-EZTEJ,3/17/2012,7949028171,5/15/2012,6/14/2012,76.27,Yes,6/17/2012,Electronic,33,3,1
770,7856-ODQFO,8/5/2012,7949269803,10/7/2012,11/6/2012,44.83,No,10/23/2012,Electronic,16,0,0
391,9212-BTDMX,4/22/2012,7952881452,7/4/2013,8/3/2013,38.96,No,7/17/2013,Electronic,13,0,0
770,7228-LEPPM,4/30/2012,7957459350,8/1/2013,8/31/2013,55.8,No,9/16/2013,Electronic,46,16,1
818,3568-JJMFW,1/9/2012,7957903409,11/15/2013,12/15/2013,82.29,No,11/20/2013,Electronic,5,0,0
770,7758-WKLVM,2/6/2012,7958057215,7/30/2013,8/29/2013,65.59,Yes,9/24/2013,Electronic,56,26,1
897,9286-VLKMI,2/13/2013,7961973380,10/22/2013,11/21/2013,41.64,No,10/24/2013,Electronic,2,0,0
391,8820-BLYDZ,3/19/2013,7976742421,7/6/2012,8/5/2012,54.33,No,7/17/2012,Paper,11,0,0
770,5592-UQXSS,12/31/2012,7977041657,6/13/2012,7/13/2012,43.52,No,7/17/2012,Paper,34,4,1
897,7654-DOLHO,4/4/2012,7977287829,9/29/2012,10/29/2012,46.41,No,10/23/2012,Electronic,24,0,0
770,7228-LEPPM,4/30/2012,7979390388,10/22/2012,11/21/2012,34.49,No,12/2/2012,Electronic,41,11,1
391,3598-DNURW,8/29/2012,7987067619,3/6/2012,4/5/2012,67.83,No,3/28/2012,Paper,22,0,0
897,7654-DOLHO,4/4/2012,7987083569,7/21/2012,8/20/2012,17.37,No,8/20/2012,Electronic,30,0,0
770,9149-MATVB,4/30/2013,7991968212,1/18/2013,2/17/2013,72.95,No,2/8/2013,Paper,21,0,0
406,7938-EVASK,12/15/2012,7992662919,5/29/2013,6/28/2013,56.85,No,7/2/2013,Electronic,34,4,1
391,6708-DPYTF,8/2/2012,7992871769,10/3/2013,11/2/2013,99.22,No,11/17/2013,Electronic,45,15,1
391,3598-DNURW,8/29/2012,7993778070,8/14/2012,9/13/2012,50.66,No,9/10/2012,Paper,27,0,0
897,9460-VAZGD,8/10/2013,8009169493,1/14/2012,2/13/2012,65.9,No,2/3/2012,Paper,20,0,0
897,1168-BEASA,11/6/2013,8011401581,2/29/2012,3/30/2012,24.63,No,3/21/2012,Paper,21,0,0
818,8887-NCUZC,1/22/2013,8016290722,12/1/2012,12/31/2012,30.8,No,1/9/2013,Paper,39,9,1
391,0709-LZRJV,6/20/2013,8017340942,4/23/2013,5/23/2013,19.53,No,5/21/2013,Paper,28,0,0
391,7841-HROAQ,9/15/2013,8019405718,6/6/2013,7/6/2013,47.99,Yes,7/11/2013,Paper,35,5,1
818,2824-HJQPP,9/4/2013,8024350758,9/4/2012,10/4/2012,44.51,No,9/28/2012,Paper,24,0,0
391,2676-DZINU,10/19/2012,8026688554,2/14/2013,3/16/2013,60.72,No,2/23/2013,Electronic,9,0,0
818,1604-LIFKX,3/16/2013,8030080145,7/2/2012,8/1/2012,87.16,No,8/6/2012,Paper,35,5,1
391,0379-NEVHP,4/6/2013,8033892101,4/3/2013,5/3/2013,74.34,No,4/19/2013,Paper,16,0,0
391,2423-QOKIO,5/11/2013,8035927112,3/14/2013,4/13/2013,48.27,No,4/10/2013,Paper,27,0,0
770,2687-XWAMA,4/3/2013,8044630018,7/13/2012,8/12/2012,46.68,No,7/30/2012,Paper,17,0,0
391,9174-IYKOC,11/27/2012,8052943053,11/27/2013,12/27/2013,71.6,No,12/18/2013,Electronic,21,0,0
770,2026-XLBER,11/12/2012,8056734091,9/14/2012,10/14/2012,50.87,No,10/3/2012,Paper,19,0,0
770,2026-XLBER,11/12/2012,8057232722,1/9/2012,2/8/2012,83.12,No,1/30/2012,Paper,21,0,0
406,6833-ETVHD,4/30/2012,8061367328,6/6/2012,7/6/2012,82.79,No,6/18/2012,Electronic,12,0,0
406,9758-AIEIK,4/23/2012,8062397322,9/14/2013,10/14/2013,69.65,No,10/1/2013,Electronic,17,0,0
391,9014-WENVB,8/3/2013,8066534559,9/26/2013,10/26/2013,64.95,No,10/19/2013,Electronic,23,0,0
897,9286-VLKMI,2/13/2013,8066734147,6/4/2012,7/4/2012,41.71,No,6/16/2012,Paper,12,0,0
818,6627-ELFBK,11/26/2012,8075572741,2/1/2013,3/3/2013,69.59,Yes,3/9/2013,Electronic,36,6,1
818,8102-ABPKQ,8/29/2013,8077742155,7/31/2012,8/30/2012,55.5,Yes,9/13/2012,Paper,44,14,1
391,8820-BLYDZ,3/19/2013,8081319512,1/6/2012,2/5/2012,78.05,No,1/16/2012,Paper,10,0,0
406,4651-PMEXQ,7/4/2012,8082355258,7/12/2012,8/11/2012,68.84,No,8/3/2012,Electronic,22,0,0
406,4092-ZAVRG,5/19/2012,8082796197,2/6/2013,3/8/2013,82.93,No,2/10/2013,Electronic,4,0,0
818,3271-HYHDN,4/28/2013,8086151417,1/9/2013,2/8/2013,49.85,No,1/12/2013,Paper,3,0,0
391,9841-XLGBV,1/3/2013,8088935090,12/20/2012,1/19/2013,50.03,No,1/23/2013,Paper,34,4,1
391,6708-DPYTF,8/2/2012,8097727269,7/11/2012,8/10/2012,69,No,8/13/2012,Paper,33,3,1
406,4632-QZOKX,3/19/2013,8099860445,7/23/2012,8/22/2012,52.71,Yes,8/25/2012,Paper,33,3,1
897,1408-OQZUE,9/14/2012,8099966017,6/21/2013,7/21/2013,36.78,Yes,8/4/2013,Electronic,44,14,1
770,6831-FIODB,5/8/2013,8106002715,1/20/2013,2/19/2013,17.44,No,2/20/2013,Paper,31,1,1
391,6708-DPYTF,8/2/2012,8111779828,10/24/2013,11/23/2013,93.24,No,12/3/2013,Electronic,40,10,1
897,9286-VLKMI,2/13/2013,8119664084,9/29/2013,10/29/2013,47.32,No,9/30/2013,Electronic,1,0,0
818,6627-ELFBK,11/26/2012,8130568082,4/6/2012,5/6/2012,67.3,No,5/1/2012,Paper,25,0,0
406,8976-AMJEO,3/3/2012,8131076647,12/8/2012,1/7/2013,68.72,No,1/2/2013,Electronic,25,0,0
406,7600-OISKG,7/19/2013,8131192839,9/16/2012,10/16/2012,60.95,Yes,10/25/2012,Paper,39,9,1
406,9758-AIEIK,4/23/2012,8136944092,3/23/2012,4/22/2012,37.39,No,4/20/2012,Paper,28,0,0
406,1447-YZKCL,8/10/2012,8137093063,8/22/2013,9/21/2013,78.69,No,9/26/2013,Electronic,35,5,1
897,3676-CQAIF,7/29/2013,8140634585,7/6/2013,8/5/2013,24.9,No,8/7/2013,Paper,32,2,1
818,9181-HEKGV,10/16/2013,8143888831,2/16/2012,3/17/2012,64.02,No,3/16/2012,Paper,29,0,0
897,7654-DOLHO,4/4/2012,8144548869,5/16/2012,6/15/2012,36.2,No,6/6/2012,Electronic,21,0,0
897,8690-EEBEO,12/5/2012,8146803755,1/29/2012,2/28/2012,49.83,No,3/6/2012,Paper,37,7,1
770,5592-UQXSS,12/31/2012,8147753421,6/21/2012,7/21/2012,8.22,No,7/7/2012,Paper,16,0,0
897,1168-BEASA,11/6/2013,8147793831,2/3/2013,3/5/2013,20.65,No,2/21/2013,Paper,18,0,0
406,4632-QZOKX,3/19/2013,8148770791,10/21/2013,11/20/2013,36.28,Yes,12/4/2013,Electronic,44,14,1
770,7050-KQLDO,9/29/2012,8149632060,3/18/2013,4/17/2013,88.33,No,4/12/2013,Electronic,25,0,0
770,6831-FIODB,5/8/2013,8156321502,8/27/2012,9/26/2012,52.08,No,9/24/2012,Paper,28,0,0
818,3568-JJMFW,1/9/2012,8158808494,2/21/2012,3/22/2012,56.21,Yes,3/10/2012,Electronic,18,0,0
406,9758-AIEIK,4/23/2012,8161191244,7/13/2013,8/12/2013,109.79,Yes,8/16/2013,Electronic,34,4,1
818,6627-ELFBK,11/26/2012,8164212163,4/30/2013,5/30/2013,27.41,Yes,6/6/2013,Electronic,37,7,1
406,3448-OWJOT,9/15/2012,8164224319,4/1/2012,5/1/2012,72.78,Yes,5/11/2012,Paper,40,10,1
897,8690-EEBEO,12/5/2012,8164708697,4/24/2012,5/24/2012,52.8,No,5/30/2012,Paper,36,6,1
391,2125-HJDLA,5/22/2012,8165388862,9/22/2013,10/22/2013,42.46,No,11/1/2013,Electronic,40,10,1
406,9758-AIEIK,4/23/2012,8166776603,1/31/2012,3/1/2012,81.13,No,2/20/2012,Paper,20,0,0
770,7856-ODQFO,8/5/2012,8184291649,4/7/2013,5/7/2013,9.47,No,4/27/2013,Electronic,20,0,0
770,2026-XLBER,11/12/2012,8193327667,7/14/2012,8/13/2012,57.7,No,7/31/2012,Paper,17,0,0
391,1080-NDGAE,9/28/2012,8193630211,3/10/2012,4/9/2012,85.82,Yes,4/14/2012,Paper,35,5,1
406,8389-TCXFQ,8/24/2012,8193753679,8/4/2012,9/3/2012,69.65,Yes,9/13/2012,Paper,40,10,1
770,6077-FDQRK,9/11/2012,8200853537,11/14/2012,12/14/2012,60.66,No,11/29/2012,Electronic,15,0,0
391,2820-XGXSB,1/26/2012,8203817830,3/23/2012,4/22/2012,92.34,No,3/28/2012,Electronic,5,0,0
770,2026-XLBER,11/12/2012,8207456004,3/9/2012,4/8/2012,18.57,No,4/1/2012,Paper,23,0,0
897,1168-BEASA,11/6/2013,8223221939,11/16/2012,12/16/2012,84.22,Yes,12/28/2012,Paper,42,12,1
770,7260-ZHAKS,6/17/2012,8227346978,1/30/2013,3/1/2013,53.71,No,2/25/2013,Electronic,26,0,0
818,3271-HYHDN,4/28/2013,8240701264,1/5/2013,2/4/2013,46.1,No,1/12/2013,Paper,7,0,0
391,9014-WENVB,8/3/2013,8240803259,6/20/2012,7/20/2012,67.07,No,7/20/2012,Paper,30,0,0
391,8156-PCYBM,3/3/2012,8243963846,3/4/2012,4/3/2012,59.3,No,3/31/2012,Electronic,27,0,0
770,6077-FDQRK,9/11/2012,8244116210,8/6/2012,9/5/2012,47.35,No,8/28/2012,Paper,22,0,0
770,9149-MATVB,4/30/2013,8249581875,12/2/2013,1/1/2014,38.5,No,12/16/2013,Electronic,14,0,0
391,2820-XGXSB,1/26/2012,8252449224,12/18/2012,1/17/2013,108.68,No,12/22/2012,Electronic,4,0,0
818,8102-ABPKQ,8/29/2013,8258508334,7/25/2012,8/24/2012,61.39,Yes,9/4/2012,Paper,41,11,1
406,9725-EZTEJ,3/17/2012,8260736009,10/22/2012,11/21/2012,93.24,Yes,11/11/2012,Electronic,20,0,0
770,7228-LEPPM,4/30/2012,8262359020,1/16/2013,2/15/2013,47.74,No,2/26/2013,Electronic,41,11,1
897,6391-GBFQJ,11/25/2013,8269617897,7/28/2013,8/27/2013,41.79,No,8/12/2013,Paper,15,0,0
391,6632-CGYHU,1/8/2013,8273477766,1/29/2012,2/28/2012,51.13,No,2/21/2012,Paper,23,0,0
391,9174-IYKOC,11/27/2012,8273521159,8/17/2013,9/16/2013,57.6,No,9/6/2013,Electronic,20,0,0
391,9212-BTDMX,4/22/2012,8276169596,6/12/2013,7/12/2013,53.19,No,6/28/2013,Electronic,16,0,0
391,7841-HROAQ,9/15/2013,8277025756,12/2/2012,1/1/2013,84.74,No,1/8/2013,Paper,37,7,1
391,2820-XGXSB,1/26/2012,8282397668,8/22/2013,9/21/2013,102.67,No,8/29/2013,Electronic,7,0,0
391,7209-MDWKR,10/9/2013,8284200295,8/11/2013,9/10/2013,90.42,No,9/12/2013,Paper,32,2,1
406,6833-ETVHD,4/30/2012,8292540307,8/12/2013,9/11/2013,75.88,No,9/2/2013,Electronic,21,0,0
406,7600-OISKG,7/19/2013,8301490239,11/30/2012,12/30/2012,40.23,Yes,12/26/2012,Paper,26,0,0
770,0465-DTULQ,3/4/2013,8301711992,7/29/2013,8/28/2013,83.36,Yes,8/26/2013,Electronic,28,0,0
406,9322-YCTQO,4/6/2012,8315488143,1/8/2013,2/7/2013,89.98,No,2/11/2013,Electronic,34,4,1
391,2423-QOKIO,5/11/2013,8317322623,4/23/2013,5/23/2013,74.98,No,5/28/2013,Paper,35,5,1
770,6831-FIODB,5/8/2013,8329193507,8/8/2013,9/7/2013,43.2,No,8/26/2013,Electronic,18,0,0
406,5164-VMYWJ,11/27/2013,8336544833,8/10/2013,9/9/2013,45.49,No,9/1/2013,Paper,22,0,0
391,3598-DNURW,8/29/2012,8342469093,11/16/2012,12/16/2012,46.07,No,11/23/2012,Electronic,7,0,0
391,7209-MDWKR,10/9/2013,8343505064,12/16/2012,1/15/2013,61.2,No,1/15/2013,Paper,30,0,0
770,3993-QUNVJ,12/31/2012,8346126237,10/31/2013,11/30/2013,61.43,No,11/5/2013,Electronic,5,0,0
770,7228-LEPPM,4/30/2012,8346602190,8/7/2012,9/6/2012,60.58,No,9/10/2012,Electronic,34,4,1
391,0187-ERLSR,7/31/2013,8350497297,3/16/2013,4/15/2013,73.27,Yes,4/4/2013,Paper,19,0,0
391,6708-DPYTF,8/2/2012,8365287542,8/1/2012,8/31/2012,57.69,No,9/8/2012,Paper,38,8,1
406,8389-TCXFQ,8/24/2012,8365605418,6/6/2013,7/6/2013,65.16,No,6/14/2013,Electronic,8,0,0
406,8389-TCXFQ,8/24/2012,8374209501,6/1/2012,7/1/2012,83.68,Yes,7/8/2012,Paper,37,7,1
897,9250-VHLWY,6/3/2013,8375759964,5/24/2012,6/23/2012,36.83,No,6/17/2012,Paper,24,0,0
406,0783-PEPYR,11/27/2013,8382421151,9/30/2012,10/30/2012,87.36,Yes,11/18/2012,Paper,49,19,1
391,0379-NEVHP,4/6/2013,8385411888,2/17/2013,3/19/2013,79.25,No,3/11/2013,Paper,22,0,0
897,1408-OQZUE,9/14/2012,8389404239,4/11/2013,5/11/2013,44.06,No,5/11/2013,Electronic,30,0,0
897,9250-VHLWY,6/3/2013,8389561226,3/24/2012,4/23/2012,53.67,No,4/17/2012,Paper,24,0,0
818,8102-ABPKQ,8/29/2013,8390889307,9/23/2012,10/23/2012,67.92,Yes,11/6/2012,Paper,44,14,1
391,2820-XGXSB,1/26/2012,8391160851,8/25/2012,9/24/2012,74.53,No,9/1/2012,Electronic,7,0,0
406,5573-KSOIA,9/30/2013,8391971820,1/20/2012,2/19/2012,70.91,No,2/23/2012,Paper,34,4,1
406,3448-OWJOT,9/15/2012,8394111674,7/10/2013,8/9/2013,78.88,Yes,7/31/2013,Electronic,21,0,0
406,7938-EVASK,12/15/2012,8400290228,7/13/2012,8/12/2012,88.31,No,8/28/2012,Paper,46,16,1
406,1447-YZKCL,8/10/2012,8401420623,7/19/2013,8/18/2013,116.66,Yes,8/28/2013,Electronic,40,10,1
897,3271-YDPUJ,4/2/2013,8412636726,2/4/2012,3/5/2012,43.29,No,2/28/2012,Paper,24,0,0
770,0706-NRGUP,4/9/2013,8419584909,2/7/2013,3/9/2013,26.49,No,3/16/2013,Paper,37,7,1
406,9117-LYRCE,7/5/2013,8420453376,10/11/2012,11/10/2012,86.6,No,11/13/2012,Paper,33,3,1
897,6391-GBFQJ,11/25/2013,8426420017,1/31/2013,3/2/2013,15.48,No,2/12/2013,Paper,12,0,0
406,1447-YZKCL,8/10/2012,8427086210,10/30/2013,11/29/2013,87.27,No,12/5/2013,Electronic,36,6,1
391,9174-IYKOC,11/27/2012,8428274862,4/7/2013,5/7/2013,77.01,No,4/29/2013,Electronic,22,0,0
391,5920-DPXLN,11/11/2012,8429016073,10/25/2012,11/24/2012,40.55,No,11/21/2012,Paper,27,0,0
818,7946-HJDUR,2/21/2012,8429898953,9/12/2012,10/12/2012,51,No,10/5/2012,Electronic,23,0,0
770,2687-XWAMA,4/3/2013,8444345875,2/27/2012,3/28/2012,41.71,No,3/11/2012,Paper,13,0,0
818,8102-ABPKQ,8/29/2013,8447618970,6/18/2013,7/18/2013,64.59,Yes,8/6/2013,Paper,49,19,1
770,0706-NRGUP,4/9/2013,8449889683,11/14/2012,12/14/2012,20.61,No,12/9/2012,Paper,25,0,0
818,7946-HJDUR,2/21/2012,8450356834,3/9/2013,4/8/2013,50.21,No,4/8/2013,Electronic,30,0,0
406,4632-QZOKX,3/19/2013,8455537995,9/2/2013,10/2/2013,47.24,Yes,9/28/2013,Electronic,26,0,0
406,0783-PEPYR,11/27/2013,8456442808,7/5/2013,8/4/2013,49.56,No,8/16/2013,Paper,42,12,1
406,4640-FGEJI,4/4/2013,8459323044,1/14/2013,2/13/2013,40.13,No,2/17/2013,Paper,34,4,1
770,0465-DTULQ,3/4/2013,8461427104,1/11/2013,2/10/2013,52.14,Yes,2/20/2013,Paper,40,10,1
818,2824-HJQPP,9/4/2013,8462827944,4/1/2013,5/1/2013,52.4,No,4/18/2013,Paper,17,0,0
818,7695-NKUXM,11/21/2012,8464039248,6/30/2013,7/30/2013,63.05,No,7/3/2013,Electronic,3,0,0
897,3271-YDPUJ,4/2/2013,8466153246,6/3/2012,7/3/2012,35.3,No,7/3/2012,Paper,30,0,0
406,5164-VMYWJ,11/27/2013,8467769345,7/28/2012,8/27/2012,86.76,Yes,9/15/2012,Paper,49,19,1
897,7372-CESLR,1/11/2013,8469604228,6/8/2013,7/8/2013,46.34,No,6/21/2013,Electronic,13,0,0
897,6177-VTITE,10/26/2012,8471061442,11/24/2012,12/24/2012,19.06,Yes,12/9/2012,Electronic,15,0,0
897,9286-VLKMI,2/13/2013,8471592455,12/30/2012,1/29/2013,51.96,No,1/4/2013,Paper,5,0,0
391,9014-WENVB,8/3/2013,8473757844,6/5/2013,7/5/2013,26.13,No,7/13/2013,Paper,38,8,1
406,6048-QPZCF,7/13/2012,8478661655,9/24/2013,10/24/2013,54.37,No,9/29/2013,Electronic,5,0,0
897,7654-DOLHO,4/4/2012,8482497127,4/12/2013,5/12/2013,16.06,No,5/7/2013,Electronic,25,0,0
406,4092-ZAVRG,5/19/2012,8483378519,1/4/2012,2/3/2012,75.21,No,1/13/2012,Paper,9,0,0
770,0465-DTULQ,3/4/2013,8488549558,4/28/2012,5/28/2012,43.62,Yes,6/12/2012,Paper,45,15,1
818,7695-NKUXM,11/21/2012,8489952796,6/22/2013,7/22/2013,53.19,No,6/25/2013,Electronic,3,0,0
897,0688-XNJRO,6/24/2012,8493182849,1/18/2012,2/17/2012,18.03,No,3/22/2012,Paper,64,34,1
406,8389-TCXFQ,8/24/2012,8502171486,11/30/2013,12/30/2013,73.6,Yes,1/7/2014,Electronic,38,8,1
770,2026-XLBER,11/12/2012,8503873648,10/29/2012,11/28/2012,37.87,No,11/11/2012,Paper,13,0,0
770,6077-FDQRK,9/11/2012,8513935149,8/4/2012,9/3/2012,30.14,No,8/30/2012,Paper,26,0,0
406,6048-QPZCF,7/13/2012,8514889441,2/10/2013,3/12/2013,92.14,Yes,2/22/2013,Electronic,12,0,0
406,8976-AMJEO,3/3/2012,8517033976,3/21/2013,4/20/2013,70.99,No,4/23/2013,Electronic,33,3,1
818,5613-UHVMG,5/31/2012,8523083533,9/12/2012,10/12/2012,41.12,Yes,10/21/2012,Electronic,39,9,1
770,2687-XWAMA,4/3/2013,8527409222,5/19/2012,6/18/2012,67.97,No,5/31/2012,Paper,12,0,0
897,0688-XNJRO,6/24/2012,8528877072,1/12/2012,2/11/2012,64.19,No,2/24/2012,Paper,43,13,1
770,4460-ZXNDN,6/27/2013,8548423449,6/9/2012,7/9/2012,51.6,No,7/23/2012,Paper,44,14,1
818,2824-HJQPP,9/4/2013,8551131035,11/19/2012,12/19/2012,86.87,No,12/8/2012,Paper,19,0,0
770,9149-MATVB,4/30/2013,8553422918,11/26/2013,12/26/2013,51.42,No,12/18/2013,Electronic,22,0,0
897,8942-ERSWK,1/11/2013,8564835935,10/27/2013,11/26/2013,9.53,No,11/1/2013,Electronic,5,0,0
770,9323-NDIOV,7/9/2012,8568370573,1/18/2012,2/17/2012,56.55,Yes,3/12/2012,Paper,54,24,1
391,0709-LZRJV,6/20/2013,8575598490,7/13/2012,8/12/2012,26.98,Yes,8/24/2012,Paper,42,12,1
897,9250-VHLWY,6/3/2013,8576086686,3/14/2012,4/13/2012,38,No,3/29/2012,Paper,15,0,0
391,6708-DPYTF,8/2/2012,8582366228,9/3/2012,10/3/2012,27.42,No,10/6/2012,Electronic,33,3,1
897,8942-ERSWK,1/11/2013,8585978960,10/19/2013,11/18/2013,7.39,No,10/29/2013,Electronic,10,0,0
897,9286-VLKMI,2/13/2013,8595337570,8/19/2012,9/18/2012,44.25,No,8/22/2012,Paper,3,0,0
897,3676-CQAIF,7/29/2013,8598688213,2/25/2012,3/26/2012,25.93,No,4/2/2012,Paper,37,7,1
818,6004-KITZM,9/1/2013,8604269690,8/1/2013,8/31/2013,83.37,No,8/30/2013,Paper,29,0,0
391,1080-NDGAE,9/28/2012,8610241270,3/14/2012,4/13/2012,95.82,No,3/31/2012,Paper,17,0,0
406,5284-DJOZO,9/11/2012,8615012107,1/27/2012,2/26/2012,53.81,No,2/11/2012,Paper,15,0,0
897,3676-CQAIF,7/29/2013,8623313803,2/7/2012,3/8/2012,44.52,No,3/17/2012,Paper,39,9,1
897,7372-CESLR,1/11/2013,8631854540,4/15/2013,5/15/2013,22.45,No,5/12/2013,Electronic,27,0,0
897,7372-CESLR,1/11/2013,8634528747,9/10/2012,10/10/2012,52.82,No,9/28/2012,Paper,18,0,0
818,7946-HJDUR,2/21/2012,8636390396,3/29/2012,4/28/2012,55.38,No,4/22/2012,Electronic,24,0,0
897,6296-UKEUZ,11/26/2012,8638140916,12/7/2012,1/6/2013,21.42,No,12/8/2012,Electronic,1,0,0
391,3598-DNURW,8/29/2012,8645315959,1/26/2012,2/25/2012,47.02,No,2/9/2012,Paper,14,0,0
770,5592-UQXSS,12/31/2012,8653422623,2/6/2013,3/8/2013,37.22,No,3/3/2013,Electronic,25,0,0
391,9212-BTDMX,4/22/2012,8656503168,5/19/2013,6/18/2013,35.15,No,6/5/2013,Electronic,17,0,0
818,6627-ELFBK,11/26/2012,8659733546,7/1/2013,7/31/2013,57.97,No,7/14/2013,Electronic,13,0,0
897,6296-UKEUZ,11/26/2012,8663805291,3/5/2013,4/4/2013,14.8,No,3/7/2013,Electronic,2,0,0
406,4632-QZOKX,3/19/2013,8664445095,2/21/2012,3/22/2012,76.19,Yes,4/3/2012,Paper,42,12,1
391,1080-NDGAE,9/28/2012,8673161784,1/15/2013,2/14/2013,100,Yes,2/13/2013,Electronic,29,0,0
897,8690-EEBEO,12/5/2012,8673355331,7/26/2013,8/25/2013,64.18,No,8/26/2013,Electronic,31,1,1
391,9174-IYKOC,11/27/2012,8675080549,11/24/2013,12/24/2013,51.62,No,12/18/2013,Electronic,24,0,0
391,7329-TWKLF,11/20/2013,8680785503,9/8/2013,10/8/2013,84.5,No,9/23/2013,Paper,15,0,0
391,9212-BTDMX,4/22/2012,8682159283,10/19/2012,11/18/2012,45,No,10/31/2012,Electronic,12,0,0
406,2621-XCLEH,9/24/2012,8691041327,4/16/2012,5/16/2012,74.06,No,5/30/2012,Paper,44,14,1
391,5196-TWQXF,6/20/2012,8696910353,6/21/2012,7/21/2012,82.34,No,7/4/2012,Electronic,13,0,0
406,4651-PMEXQ,7/4/2012,8701747713,1/9/2012,2/8/2012,100.32,No,2/11/2012,Paper,33,3,1
406,6833-ETVHD,4/30/2012,8710240010,9/15/2012,10/15/2012,84.17,No,10/2/2012,Electronic,17,0,0
818,6627-ELFBK,11/26/2012,8711368352,11/18/2012,12/18/2012,80.49,Yes,12/25/2012,Paper,37,7,1
770,7260-ZHAKS,6/17/2012,8711889452,5/17/2013,6/16/2013,55.31,No,6/12/2013,Electronic,26,0,0
818,5613-UHVMG,5/31/2012,8713304663,10/4/2012,11/3/2012,64.59,Yes,11/26/2012,Electronic,53,23,1
406,5164-VMYWJ,11/27/2013,8718207011,10/25/2012,11/24/2012,65.2,No,11/11/2012,Paper,17,0,0
818,7695-NKUXM,11/21/2012,8718899384,11/20/2012,12/20/2012,38.12,Yes,12/12/2012,Paper,22,0,0
391,6160-HCSFI,1/10/2013,8731613770,1/18/2012,2/17/2012,77.44,No,2/11/2012,Paper,24,0,0
406,9322-YCTQO,4/6/2012,8732544679,7/16/2013,8/15/2013,86.39,No,8/26/2013,Electronic,41,11,1
406,4632-QZOKX,3/19/2013,8732948590,5/20/2012,6/19/2012,65.77,Yes,6/27/2012,Paper,38,8,1
391,2423-QOKIO,5/11/2013,8733352411,6/17/2013,7/17/2013,64.21,No,7/3/2013,Electronic,16,0,0
897,7372-CESLR,1/11/2013,8737102611,1/2/2013,2/1/2013,27.5,No,1/27/2013,Paper,25,0,0
391,6708-DPYTF,8/2/2012,8738019739,1/21/2012,2/20/2012,92.19,No,2/19/2012,Paper,29,0,0
391,2820-XGXSB,1/26/2012,8742038745,6/1/2012,7/1/2012,55.91,No,6/7/2012,Electronic,6,0,0
897,0688-XNJRO,6/24/2012,8748260263,12/31/2012,1/30/2013,44.81,No,2/16/2013,Electronic,47,17,1
770,6831-FIODB,5/8/2013,8765324049,1/16/2012,2/15/2012,62.84,No,2/10/2012,Paper,25,0,0
406,4640-FGEJI,4/4/2013,8772170448,5/22/2012,6/21/2012,59.74,No,6/18/2012,Paper,27,0,0
818,1604-LIFKX,3/16/2013,8780390122,8/17/2012,9/16/2012,87.95,No,9/27/2012,Paper,41,11,1
818,3568-JJMFW,1/9/2012,8786637235,10/15/2013,11/14/2013,60.71,Yes,11/8/2013,Electronic,24,0,0
406,1447-YZKCL,8/10/2012,8788784425,4/12/2012,5/12/2012,73.29,No,5/18/2012,Paper,36,6,1
770,3993-QUNVJ,12/31/2012,8788830849,9/3/2013,10/3/2013,84.91,No,9/19/2013,Electronic,16,0,0
391,6160-HCSFI,1/10/2013,8793921356,8/17/2013,9/16/2013,82.91,No,8/28/2013,Electronic,11,0,0
770,3831-FXWYK,3/8/2013,8808258474,11/4/2012,12/4/2012,66.03,No,12/5/2012,Paper,31,1,1
770,0706-NRGUP,4/9/2013,8810803769,7/23/2012,8/22/2012,29.62,No,8/31/2012,Paper,39,9,1
391,3598-DNURW,8/29/2012,8813796388,4/26/2013,5/26/2013,57.06,No,5/11/2013,Electronic,15,0,0
770,9323-NDIOV,7/9/2012,8815422174,7/17/2013,8/16/2013,29.42,No,8/10/2013,Electronic,24,0,0
770,7260-ZHAKS,6/17/2012,8820244619,9/12/2013,10/12/2013,19.7,No,10/6/2013,Electronic,24,0,0
770,3993-QUNVJ,12/31/2012,8828293477,8/2/2012,9/1/2012,67.9,No,8/18/2012,Paper,16,0,0
897,1168-BEASA,11/6/2013,8835176664,12/30/2012,1/29/2013,59.86,No,1/25/2013,Paper,26,0,0
406,7245-CKNCN,6/4/2012,8840023232,2/7/2012,3/8/2012,88.89,No,2/29/2012,Paper,22,0,0
406,6833-ETVHD,4/30/2012,8844419761,5/10/2013,6/9/2013,54.69,No,6/1/2013,Electronic,22,0,0
897,9460-VAZGD,8/10/2013,8852045930,4/16/2012,5/16/2012,64.78,No,5/13/2012,Paper,27,0,0
897,9883-SDWFS,7/8/2013,8857063465,2/14/2013,3/16/2013,7.78,No,3/15/2013,Paper,29,0,0
391,8820-BLYDZ,3/19/2013,8857627389,4/8/2012,5/8/2012,83.49,No,4/20/2012,Paper,12,0,0
897,9883-SDWFS,7/8/2013,8861999698,7/28/2012,8/27/2012,45.24,Yes,9/12/2012,Paper,46,16,1
